anahtar,konusmaci,sapma,f0,tini,seviye,z_f0,z_tini,z_seviye
D15_O_W11_A,SPK_COWORKER_A,,254.0,1188.9,-21.4,,,
D15_O_W11_B,SPK_COWORKER_B,,313.7,1371.6,-20.9,,,
D15_O_W12_A,SPK_COWORKER_A,,280.7,1417.0,-20.0,,,
D15_O_W12_B,SPK_COWORKER_B,,220.7,1371.0,-22.2,,,
D15_O_W6_A,SPK_COWORKER_A,,256.0,1322.3,-21.1,,,
D15_O_W6_B,SPK_COWORKER_B,,260.2,1251.0,-20.2,,,
D2_R_21,SPK_ROWER,,320.0,2061.0,-22.9,,,
D4A_ITEM_THERMOS_2,SPK_GUARDS,,280.7,1979.3,-23.5,,,
D5_B_INTERCEPT,SPK_BUREAU_RADIO,,250.0,1323.5,-21.0,,,
D5_RADIO_01,SPK_RADIO,,148.1,1099.7,-23.6,,,
D5_RADIO_02,SPK_RADIO,,290.9,1238.1,-21.1,,,
D7_N_HOLO_WALLS_SILENT,?,,152.4,1368.6,-24.4,,,
D7_N_TRACE_PALACE_SEALED,?,,149.5,1210.9,-21.8,,,
D8_A1_ENTER,SPK_AGENT1,,313.7,1956.4,-22.8,,,
D8_A1_RECALL,SPK_AGENT1,,313.7,1837.8,-21.9,,,
D8_A2_ENTER,SPK_AGENT2,,275.9,1407.8,-22.0,,,
D8_A2_RECALL,SPK_AGENT2,,248.1,1268.4,-23.1,,,
D8_A_CAUGHT_1,SPK_AGENT1,,326.5,1845.9,-21.8,,,
D8_A_CAUGHT_2,SPK_AGENT2,,238.8,1541.2,-22.2,,,
D8_A_CAUGHT_3,SPK_AGENT1,,307.7,1749.6,-23.5,,,
EV_COUNCIL_1,SPK_NOTARAS,,206.5,2362.4,-25.2,,,
EV_COUNCIL_2,SPK_ISIDORE,,93.6,1597.4,-22.7,,,
EV_COUNCIL_3,SPK_BAILO,,203.8,1284.8,-20.6,,,
EV_COUNCIL_4,SPK_NOTARAS,,205.1,2175.1,-23.7,,,
EV_COUNCIL_6,SPK_ISIDORE,,101.3,1282.1,-23.0,,,
EV_COUNCIL_8,SPK_BAILO,,210.5,1167.8,-23.2,,,
EV_ENVOY_1,SPK_HUNGARIAN,,235.3,1669.4,-19.3,,,
EV_ENVOY_2,SPK_SARUCA,,320.0,1899.5,-24.1,,,
EV_ENVOY_3,SPK_HUNGARIAN,,326.5,1825.1,-17.7,,,
EV_ENVOY_4,SPK_SARUCA,,326.5,1821.1,-20.3,,,
EV_ENVOY_6,SPK_HUNGARIAN,,220.7,1879.8,-18.7,,,
SPK_AGENT2,SPK_AGENT1,,344.1,2072.4,-22.8,,,
